RAND_ID,V1,V2,V3,V4,V5,V7,V10,Q47,Q35,Q35_TEXT,Q25,Q31,Q32,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q30_6_TEXT,Q30_7,Q30_8,Q39,Q43,Q50_4,Q50_5,Q50_6,Q50_7,Q50_8,Q50_9,Q50_10,Q50_11,Q50_16,Q22_1,Q22_2,Q22_3,Q22_5,Q22_5_TEXT,Q1,Q40_1,Q40_2,Q40_3,Q48_1,Q48_2,Q48_3,Q26,Q34_1,Q34_2,Q34_3,Q34_4,Q34_5,Q34_7,Q34_7_TEXT,Q44,Q36_1,Q36_2,Q36_3,Q36_4,Q36_5,Q36_6,Q36_7,Q36_8,Q36_10,Q36_11,Q27,Q49,Q45,Q21_Tool_Count,Q21,Q41,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_7_TEXT,Q20,Q50_1,Q50_2,Q50_3,Q50_4,Q50_5,Q50_6,,,,
,R_3EXY1DHsIW40GDV,Default Response Set,Anonymous,,,0,1,1,1,,2,2,5,1,,,,,,,,,1,1,38,38,38,37,37,37,37,37,39,1,,1,1,"It all depend on complexity of code which is conflicting.suppose there is a file f1, which is having 3-4 conflicting blocks with the file f1 in other codeline. Now if there are major changes in the file in current codeline on top of which we have done few changes with CL1 , now I needs to merge the CL1 from this branch to other, there will be lots of conflicts. And I needs to spend lot of time in terms of resolving conflict, because I dont want to end up in shipping complete file in other branch, because it may have other dependancies which I am not aware of. Sometime if comflict is huge, We cannot trust merge, and we have to perform manual coding to achieve same results.",1,2,3,5,,,,2,1,,1,1,,1,"Coding is done with different geographical locations and there is no ownerahip of code, everyone needs to work on everything. So somewhere we loose the responsibility of maintaining coding standards. There are pressures of fixing bugs which are managed by different teams, and there is huge pressure of maintaing ETA's and SLA's.",1,17,15,14,16,15,15,14,17,17,17,,,1,2,"I can't share code version management tool details, but in process we get the files tagged with conflicting blocks, and using notepad++ we can easily decide which code block to keep, and which one to remove, but this is possible only for small conflicts.",3,23,23,23,22,22,22,23,,3,2,3,4,1,5,5,,,,
,R_1oI3BHTmE0v7PPz,Default Response Set,Anonymous,,,0,1,1,1,,3,2,4,1,,,,,,,,1,3,1,37,39,39,39,37,38,40,39,40,1,1,,,,2,,,,1,2,4,2,1,1,1,,,,,1,17,17,16,15,16,16,17,17,16,16,,,1,,,,,,,,,,,,,,,,,,,,,,
,R_2DSwyNpm8OaG1p8,Default Response Set,Anonymous,,,0,0,1,1,,4,2,2,,,,,1,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_10w1lv5mM3J4bSe,Default Response Set,Anonymous,,,0,0,1,1,,2,2,2,1,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_2Se3UnT6OYESFc0,Default Response Set,Anonymous,,,0,1,1,1,,6,2,2,1,,1,,,,,1,1,4,1,39,38,40,39,39,37,38,38,38,1,,,,,2,,,,1,2,4,3,,,,,,,,1,15,16,16,17,15,15,17,16,17,16,,,1,3,text editors / emacs emerge / git,2,25,25,25,23,24,25,,,3,3,4,3,4,3,3,,,,
,R_3VLB9t7TIow4raZ,Default Response Set,Anonymous,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_3G6uHXs0VGTgiN4,Default Response Set,Anonymous,,,0,0,1,1,,1,1,2,1,,1,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_2YAne3h5iWedqAB,Default Response Set,Anonymous,,,0,0,1,1,,4,3,2,1,1,,1,,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_2Ytu5aCItjMb2Nv,Default Response Set,Anonymous,,,0,1,1,1,,2,3,2,1,,,1,,,,,,1,1,39,39,40,38,38,39,38,39,39,,,1,,,1,2,3,4,,,,3,,,,,,,,1,17,16,16,15,15,15,17,15,14,17,1,,1,2,"sometimes I rebase one branch onto another and then reset. While rebasing, I look at the patch in .git/rebase/patch",1,26,25,25,24,24,25,,,4,2,2,2,2,4,2,,,,
,R_W83grVFfw9LWuqd,Default Response Set,Anonymous,,,0,0,1,1,,2,2,2,1,1,1,1,1,,,1,1,2,1,37,38,38,37,38,38,38,38,39,1,1,,,,2,,,,1,2,3,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_1rcgPc8CcWAavYb,Default Response Set,Anonymous,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_DBnOIxD8NKauCat,Default Response Set,Anonymous,,,0,1,1,1,,3,1,1,1,1,1,,,,,1,1,5,1,,38,39,38,39,38,39,38,38,,,1,,,1,2,3,4,,,,3,,,,,,,,1,16,16,14,15,14,14,16,16,16,16,,,1,1,Mostly just the standard git toolset,1,24,24,23,23,23,23,,,4,1,3,3,1,3,1,,,,
,R_1QAc8XHkUYGpmHo,Default Response Set,Anonymous,,,0,0,1,1,,6,2,5,1,1,,,,1,Technical Oversight,1,1,8,1,38,39,40,38,38,37,39,38,39,,,1,1,Number of impacted interfaces / Number/degree of changes in data representations / Number of situations where different algorithms are used to solve the same problem,1,2,3,4,,,,2,,1,,1,,,,1,16,17,16,16,16,16,16,17,16,16,,,,,,,,,,,,,,,,,,,,,,,,,
,R_wTyFJYpYmnkv79v,Default Response Set,Anonymous,,,0,0,1,1,,1,2,5,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_2zCqTSKnDOxVtEx,Default Response Set,Anonymous,,,0,1,1,2,,5,2,3,1,1,,1,1,,,,1,7,1,40,37,39,38,39,36,38,37,38,,,,1,function points or story points,2,,,,2,3,4,3,,,,,,,,1,16,14,14,16,14,13,16,15,15,15,1,rolling back is not possible when live data plays into it.  If there is a hot back up it works but is tricky.  When there is no hot back up it cannot be done.,1,1,Jira, ClearQuest/ClearCase,3,25,24,25,23,23,25,,,3,3,3,4,4,3,,,,-1
,R_31mfefN22Ni6VfX,Default Response Set,Anonymous,,,0,1,1,1,,2,3,4,,,,,,,,,1,2,1,38,38,38,37,38,37,38,37,38,1,1,1,,,2,,,,2,3,4,3,,,,,,,,1,17,17,17,16,15,17,16,15,15,16,,,1,1,git diff,2,24,24,24,24,24,23,,,5,3,4,4,5,5,3,,,,
,R_ApOZzK49gQoC8sp,Default Response Set,Anonymous,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_1Qoy5uUjVuhB3UG,Default Response Set,Anonymous,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_27QzN0kzQ3fqJct,Default Response Set,Anonymous,,,0,0,1,1,,1,3,4,1,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_0kCuJYrJWdz8AqB,Default Response Set,Anonymous,,,0,0,1,1,,6,3,5,1,,,,,,,1,,1,1,38,39,39,39,39,37,38,39,38,1,1,1,,,1,2,3,4,,,,1,,,1,1,,,,1,15,15,16,16,15,14,16,16,16,15,,,,,,,,,,,,,,,,,,,,,,,,,
,R_1lfN54wrG0mHbem,Default Response Set,Anonymous,,,0,0,1,1,,2,2,2,1,,,,,,,,,3,1,38,38,39,38,39,38,37,38,38,,,1,,,1,2,3,4,,,,1,1,1,1,,,,,1,15,16,14,15,15,14,14,15,15,16,,,,,,,,,,,,,,,,,,,,,,,,,
,R_1lbD0fRTvGDDSll,Default Response Set,Anonymous,,,0,0,1,1,,4,2,3,1,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_7PyNf48XeVhM7YZ,Default Response Set,Anonymous,,,0,0,1,1,,4,2,2,1,,,1,1,,,1,1,5,1,38,39,40,39,38,36,37,38,39,1,1,1,,,1,2,3,4,,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_3qVH83Shb7D49iz,Default Response Set,Anonymous,,,0,0,1,1,,2,2,3,1,1,,1,,,,,,2,1,37,37,38,37,39,37,38,37,38,1,1,,,,2,,,,2,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_31ZfsZg6Ph7xHl5,Default Response Set,Anonymous,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_PTfKpffPvrW6t6p,Default Response Set,Anonymous,,,0,0,1,1,,2,2,4,1,,,1,,,,1,1,1,1,39,39,39,39,38,38,38,38,40,1,,,,,2,,,,2,3,4,3,,,,,,,,1,16,16,16,16,16,16,15,15,17,17,1,,,,,,,,,,,,,,,,,,,,,,,,
,R_UzQxXtnOmyTPTyx,Default Response Set,Anonymous,,,0,0,1,1,,2,2,2,1,,,,1,,,,,5,1,38,37,37,37,37,36,37,37,38,1,1,1,,,2,,,,1,2,3,2,,1,1,,,,,1,15,14,16,15,15,16,15,15,14,15,2,,,,,,,,,,,,,,,,,,,,,,,,
,R_4OSXnoDL4gQjsAB,Default Response Set,Anonymous,,,0,0,1,1,,2,3,2,1,1,1,1,,,,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_2SwTRuVJWnxK0KS,Default Response Set,Anonymous,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_2qn0pSF52Yp3gvK,Default Response Set,Anonymous,,,0,0,1,1,,2,2,3,1,,,,1,,,1,1,2,1,39,38,40,38,39,39,40,38,39,,1,,,,2,,,,1,2,3,3,,,,,,,,1,17,16,17,17,17,17,16,15,17,16,2,,,,,,,,,,,,,,,,,,,,,,,,
,R_3HMsAXxs9ibGmqK,Default Response Set,Anonymous,,,0,0,1,1,,3,2,2,1,,,,,,,,,3,1,39,39,40,37,40,36,40,36,40,1,,,,,2,,,,1,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_AsuznQPckEZabYt,Default Response Set,Anonymous,,,0,0,1,1,,1,3,2,1,,,,,,,,,4,1,40,38,40,38,40,38,39,40,38,1,1,1,,,1,2,3,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_3Rf2QSh4xX8yOrc,Default Response Set,Anonymous,,,0,0,1,1,,2,2,4,1,,,1,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_0V7Ahhe9Ii11eQV,Default Response Set,Anonymous,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_29sKW1WlA8hZeU5,Default Response Set,Anonymous,,,0,0,1,1,,2,2,5,1,,,1,1,,,1,1,2,1,37,37,37,37,36,38,37,38,37,,,1,,,1,3,2,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_3g6Mv0MXSKX9ZXH,Default Response Set,Anonymous,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_5aSgGN26jcnTr4p,Default Response Set,Anonymous,,,0,0,1,5,,3,2,2,1,,,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_1OOEsDcd7GzBV3p,Default Response Set,Anonymous,,,0,0,1,,,2,1,1,1,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_ugHY4kS6vB1v6oN,Default Response Set,Anonymous,,,0,0,1,1,,2,2,4,,1,1,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_2Xal4SbDFqtXoAL,Default Response Set,Anonymous,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_3ilNGJTcx4kNAox,Default Response Set,Anonymous,,,0,0,1,1,,4,2,3,1,,1,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_3nDx67zmuiw6WML,Default Response Set,Anonymous,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_sSyKYhq2IWHPdWV,Default Response Set,Anonymous,,,0,0,1,5,,2,3,2,1,,,,,,,,,2,1,37,37,37,37,37,37,37,37,39,1,,,,,2,,,,1,2,3,2,1,,1,1,1,1,Client requirement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_3fkgFpPlTVFLyBW,Default Response Set,Anonymous,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_wYlayvym21QDHhv,Default Response Set,Anonymous,,,0,0,1,1,,4,3,3,1,,,1,,,,1,1,2,1,40,39,39,37,37,37,38,39,38,1,,,,,2,,,,1,2,4,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_bjFoj4W0D8phCW9,Default Response Set,Anonymous,,,0,0,1,1,,5,2,4,1,,1,,,,,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_2t9bGHsM06agFUq,Default Response Set,Anonymous,,,0,0,1,1,,2,2,3,1,,,,,,,,,5,1,38,39,39,38,38,36,39,36,38,,1,,,,1,2,3,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_bI9xQknU7GUCJgh,Default Response Set,Anonymous,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_QbMp7vcHyDEwNAR,Default Response Set,Anonymous,,,0,1,1,1,,4,2,2,1,,,1,,,,1,1,2,1,40,39,39,39,39,38,39,39,40,,,1,,,1,2,3,4,,,,2,,1,1,1,,,,1,17,16,17,17,17,15,15,16,16,17,1,"I wouldn't say â€œunableâ€ù so much as â€œunwillingâ€ù. Fixes can generally be back ported with enough effort, regardless of dependencies (e.g. you can usually inline the dependencies with the necessary fixes). However, the reality of diminishing returns can often make it better to forgo a particular fix if it's too difficult.",1,,,2,25,25,24,23,24,24,,,4,4,4,4,3,4,2,,,,
,R_9mDko9ea2wOvIl7,Default Response Set,Anonymous,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_eKAYf8Vp3aR6i4l,Default Response Set,Anonymous,,,0,0,1,1,,1,2,2,1,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_dmt2RndjvWhd8b3,Default Response Set,Anonymous,,,0,0,1,1,,2,2,2,1,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_bBdK1pykxmH8kpD,Default Response Set,Anonymous,,,0,0,1,5,,1,3,4,1,1,,,,,,1,1,2,1,37,38,39,37,,37,38,39,39,,,,1,"- do a quick git status to see the # of files, that's usually a good proxy / - if the # of files is small, do a git diff to size up the # of changes / their complexity",2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_shrMzE1x4BLPb7X,Default Response Set,Anonymous,,,0,0,1,1,,2,3,2,1,,,1,,,,,,3,1,39,39,39,39,39,38,39,39,39,,,1,,,1,1,3,4,,,,3,,,,,,,,1,16,16,15,16,16,16,14,15,15,16,2,,,,,,,,,,,,,,,,,,,,,,,,
,R_3KxrkV2nLHVGpBw,Default Response Set,Anonymous,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVERAGE,2.504347826,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEDIAN,2,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAX,7,,,,,,,,,,,,,,,,,,,,,
